inflow_amp,inflow_freq,inflow_phase,evap_rate
0.0081319651,4212.2958324692,450.5787191815,1.0457245457
0.0043375605,4322.9285501955,419.9648987325,0.9302255353
0.0029379951,4580.2902936201,441.0406493979,1.0508049878
0.0065236486,4219.2742469774,429.0920604178,0.8883945256999999
0.0003232697,4298.5928576253,443.71771241629995,0.9737245335
0.0044674984000000004,4451.8529969392,451.6587674814,0.9839754087
0.0073064874,4262.0156500881,458.9430408264,1.062873692
0.0051469595,4535.7411451676,425.2214404839,1.0099266292
0.0065980724,4558.531661980301,425.6875908598,0.9453089170000001
0.0027498944,4344.3688489435,446.61768146440005,0.8307684017
0.0091104355,4175.0544788718,436.58806565599997,1.0783314163
0.0066894197,4393.2655380728,452.8642014457,1.0870736553
0.0074072941000000005,4305.2536822338,434.2289419856,1.1302890456
0.0023408613,4470.9719759629,422.1988157443,1.0718375029
0.007680594000000001,4555.3278508132,426.52003034129996,1.0785940735
0.0013959270000000001,4580.1241401911,448.2369322322,1.1379336368000001
0.0015161263000000001,4249.5405441335,445.0143126274,0.8775109605
0.0030822191,4184.6672755668,434.5606782717,0.8560267511
0.009588926,4543.0105681308005,441.09932679089997,1.0018404841
0.0045548131,4199.6907856453,427.8228652432,1.1878601405
0.0007612533,4269.9226194629,428.0751844803,1.0356437574
0.009496248,4540.096174283401,430.5604558664,1.1660340718000002
0.0085275964,4230.2971790694,439.1969890039,1.1337332315000002
0.0002585174,4573.9794527258,425.7519848224,1.0239040384
0.009595177199999999,4211.0221343251005,455.3282824847,1.0320367149
0.0062609517000000005,4517.4541891032,454.54629240559996,1.1953783483
0.0046114123,4438.5165431080995,420.3689736264,0.8593999067
0.0064452022,4401.665241474,425.63587416580003,0.8656753687000001
0.0041911677,4203.8903548204,450.4315449365,1.0189627866
0.0022320371,4276.359372342999,418.2893190214,1.0821605686
0.0093707692,4204.3402975797,428.70255991449994,0.907439523
0.0054241024,4562.4901956298,420.5035590752,1.1048772827
0.0048515692,4578.2879688428,423.3164072923,0.8354415726000001
0.0097278313,4337.1406961422,442.51302626370006,1.0972972338
0.0070534724,4581.659863504699,432.5610984232,0.9176761239
0.0018112948,4370.9538184444,457.3262068304,1.1979672432
0.0045260924,4176.8194253736,424.76947138,1.1668971904
0.0043962182,4377.0833118273995,438.18919050230005,0.9045865914
0.0069971133,4323.1937961022995,451.84830541300005,0.8483915868999999
0.0045442081,4177.2614370621,439.4664948733,1.0963456315
0.0060604820999999994,4556.6635777637,419.24199520620004,0.8137646040000001
0.0006833364,4578.9428873611,437.57030935809996,1.182477376
0.0097541909,4326.0774699864005,420.4234839806,1.0623568583
0.0067000751,4522.1767360227,453.8008790083,1.0014118028
0.0043402304,4303.2704865343,422.97190578769994,0.8532503134999999
0.0063508897,4254.2055129633,422.6488926282,0.9446652153
0.0037153734000000002,4394.6261413389,447.6858158586,0.8554446873999999
0.0083793602,4479.2170552126,418.5993059802,0.9360543742
0.0035580825,4350.8731029999,452.91581528230006,1.1956684583
0.007521523299999999,4380.3337609584005,423.6580047325,0.8177717356
0.007264880699999999,4538.8799987465,432.9671832245,0.9971008074
0.0055197225,4182.7599735251,458.2245760314,1.1097919279000001
0.0081261454,4330.5600335278,453.69818195930003,0.9403560717
2.8851799999999997e-05,4556.2983833988,417.40425619120003,0.9239008427
0.0043200428999999995,4275.3584651846995,418.83109275379996,1.1586798648
0.0013861507,4214.6853294639,436.6346894165,0.988264075
0.0007721394000000001,4538.3068751773,449.36887721849996,1.087741064
0.005509359300000001,4460.0518372742,440.4072253247,0.8853444603
0.0063452549,4401.4200636744,430.0026086613,0.8219479878
0.009637234599999999,4496.9334729471,437.6572252095,0.997576012
0.0023347256,4296.4461438383005,422.1637086989,0.8141532533
0.0051055644,4224.7601594351,422.4796677211,0.9980093065000001
0.007562366700000001,4248.9034270613,421.76957074449996,0.9079704727
0.0078501782,4247.6781220571,451.88797598540003,1.1967900053
0.0045657119,4516.3730038199,425.52925366669996,0.8395719517
0.0082230355,4571.002473486,420.3154890579,1.1262355387
0.000437575,4210.3127134497,444.54539712879995,0.9623128287999999
0.0046768343,4486.9586761069,455.1175075086,0.9878794059
0.0003611556,4547.6747001175,430.97742693099997,0.9678503095000001
0.0031840921000000004,4244.321272118,422.0742903854,1.0682709974
0.006396423199999999,4298.0163187086,435.5091653983,1.1030411207
0.006126394300000001,4513.1899029927,452.66782924800003,1.1516637376999999
0.0092460389,4500.2737270756,429.4342726821,0.8526730711
0.009870396600000001,4576.1686775691,424.13452199910006,1.1987218646
0.0056810897,4217.5857531681,417.47962369190003,0.8327539037999999
0.0068502987,4240.8235445759,455.2949044418,1.1252586993
0.0071106563000000005,4316.9070529846995,444.0924163769,0.8923784256
0.0023608839,4306.1536128348,433.7260622558,1.1444911135
0.0010882486,4533.1583703153,445.2390507528,0.8625040418000001
0.0009979610000000001,4381.4946219374,458.5855904553,0.8169562089
0.0057316111,4583.5821995429,432.72940394449995,1.1174944983
0.0032740849,4452.4123259021,427.9544393992,1.1849277434
0.0033065487,4561.5582649831,429.4786875859,0.980347952
0.0051720298,4515.7742821267,437.3265147075,1.1764808867
0.0021760585,4373.5899355585,458.34272553709997,0.8415767716
0.0035956056,4445.8797499595,420.07669070660006,1.094992227
0.006831351899999999,4231.7683645067,447.28136128650004,1.152775147
0.0039332266999999995,4328.204140316,450.4990254455,0.9011057159
0.0040885883,4501.2414467728995,434.0863435964,0.8401109539
0.0035875509000000004,4527.8849313496,423.52555289,0.8081370140999999
0.0005131732,4397.6978643756,457.983550299,1.0941639308
0.0031951536,4549.1743864937,436.0506786386,0.887044095
0.0058813502000000005,4211.7339219754995,427.6512547045,1.187043268
0.0067630048,4188.195102138,435.7324200912,1.049970018
0.0017350401,4448.8548803241,448.5759399486,0.9005352521
0.0084946985,4560.2341489697,422.9144524133,1.1361581623
0.0028089152,4388.3177607065,431.2096618425,0.9928797387999999
0.0079446144,4267.3512043439005,442.9390826014,1.1240962073
0.0058295445,4495.2610144955,439.3935401621,0.8612137388
0.004451469,4312.4061155431,442.39665399769996,1.0364547964
0.0008683289,4334.0142835484,431.8673258073,0.935978073
0.0017617784,4246.5869798761,436.91932343940005,1.0489307291
0.0054015377,4372.2691512154,426.6195293697,0.9115665288
0.008905927099999999,4356.9171704984,429.4206683768,0.8462097726000001
0.0090074921,4423.1520786219,436.44644085410005,0.9947322444
0.0022050802,4523.0041250439,438.22924686839997,1.0325280124
0.0050837469,4223.7285790445,442.2010970529,1.0758630381
0.0001647161,4509.0403695384,458.7504687512,1.0777271893
0.0051883311,4504.598188766699,435.2645878811,1.0388602877
0.0082748028,4492.0639867668,438.34641482940003,1.1685706706999999
0.0030652528000000004,4193.130546239,417.7574794809,0.9827459151000001
0.009523209,4323.8577447689,457.246961996,0.9817451058
0.0087933902,4294.0370398510995,446.3097506603,0.8040351643000001
0.0084032738,4339.084858934601,441.5694816321,0.9712110681
0.0062117251,4568.9754923329,441.01778873949996,0.9859105932
0.0042211248,4304.1426166264,418.4293296295,1.1983432118000001
0.0029501372,4532.9716590451,446.4411844666,0.8471675609999999
0.0072817535,4424.1183847461,457.67205573949997,1.0404472665
0.0082537694,4173.568907713,443.0749298528,1.1435138447
0.0079807861,4272.1527243902,452.50400786489996,1.1677601895999998
0.0053578827,4589.1282037898,447.6395576764,0.95629922
0.0087144228,4572.4077271721,457.45218939209997,1.1455641814
0.00048594230000000005,4475.5065031462,429.5850212393,0.8933993211
0.0011939597,4268.1014185957,425.4533479964,1.0663223424
0.007221757,4581.2535883395,433.8220320351,1.1320384015
0.0020613805,4588.715255252,429.3320824761,0.8668086825
0.0034284012,4440.7080353456,437.44128790580004,0.9014605767
0.0003138173,4536.451853322,429.61756964010004,0.9752076365000001
0.0086472866,4443.0622873998,434.6990367656,1.1125607561
0.005669326999999999,4526.7963856282,423.235788581,0.869465815
0.0046480101,4332.6631083955,443.8262507476,0.9907834723000001
0.0012534797999999999,4216.6939210025,423.1893334383,1.1934048837
0.0010795405,4457.4509648032,451.36951658550004,1.0342360881000001
0.0093312929,4505.3419920793,455.8373071057,0.9284095092
0.0002252864,4572.2224261695,438.4335450853,0.9885124359
0.0088252929,4229.7568818331,453.2014698523,0.9315160243
0.0023222325,4503.6123799282,432.302896029,1.1753121870999998
0.003532778,4300.057296928499,443.8401056751,0.8021623465000001
0.0012865875,4564.0290003496,457.5448781725,0.8962083895
0.0048995598,4238.9279844742,454.95391237309997,1.1605395818000002
0.007961321,4267.863912011,447.5310459014,1.0153389231
0.0026765390000000003,4173.2556239302,431.9712910512,0.8807791184999999
0.0027248329,4186.3552253872995,450.9161584438,0.9667829
0.005466349499999999,4251.6613420053,446.9390928631,1.0350545027
0.0026407921000000003,4227.9233289377,418.4211324687,1.0369584915
0.0077004028000000006,4328.9342588313,443.00444579730004,1.058186186
0.0066731774,4390.3881369654,457.0737631413,0.8978068843000001
0.0071044457,4252.4754353941,451.9400459655,0.9851832289
0.0013679209,4414.0563304624,422.2320566043,0.8987335736
0.0022185681,4473.9578565986,433.0033778552,1.0947257055
0.006640131,4197.9461936973,456.6690750339,1.007254917
0.0082173695,4228.998465119001,418.68277533419996,0.8884337405
0.0001456513,4207.1296780467,424.9089679814,1.0704422739
0.0038987725,4343.3381024396995,422.4346429368,1.0522391566
0.004578935300000001,4301.2738723555,447.763543093,0.8339647641
0.0057077904,4496.4596406606,450.35284155830004,0.9430338733
0.0040911298,4306.3464234412,447.01950245989997,0.9890821522
0.0063251051,4447.2495596827,434.66049529339995,1.1094196565
0.007166726,4544.1304676389,446.08062722510005,1.0883918234999999
0.003361108,4352.6051089477005,433.411378115,1.0745550578
0.0037853188,4292.4818370879,426.4061494801,1.188807883
0.0065332394999999995,4421.681583181599,435.9550781607,1.1024549476
0.004288233,4208.1608649421005,446.1535750291,0.8650205003
0.004822005,4491.1460490623995,443.70695775080003,0.9466523320999999
0.00038394510000000005,4530.3935877261,429.9615275965,1.0696571382
0.0090722553,4331.6917225857005,443.6591446604,1.0039729934000001
0.0025206774,4266.0377113501,449.04992719029997,0.9229131201
0.0036967481,4314.2958278955,430.221853934,0.8538706979999999
0.0052691843,4175.603163508,447.4231104386,1.0894572227
0.0088849784,4379.9871879511,420.0239024836,1.0987565132
0.005010923,4356.2432002123,451.9573943211,0.8831390689
0.0053184302,4310.9464881553995,454.5767391447,1.0062742948
0.0092119332,4585.5980106659,434.4149561882,1.0399590673
0.0060913634999999995,4463.5818598203,432.0493979348,0.9875944912000001
0.0050639153,4266.8803994749,422.5794924241,1.0337322158
0.0024667262,4246.77707947,428.4553546176,1.111625003
0.0010256695,4242.9864783656,441.99295493989996,1.1819105947
0.0038619775,4356.7446187901005,458.12525752510004,1.0225029423
0.0084696025,4327.6123866391,441.87846380919996,0.8799963219
0.006986760600000001,4221.672356062701,437.7484029216,0.8292867794
0.0053831585,4319.6917946355,452.3685571769,0.8049540086
0.0036406992,4225.4106011514,426.1384019899,0.9188145115999999
0.0073556737,4437.9937888718,444.4746370588,0.9106664735
0.0099595733,4367.760140196,422.1161098516,1.0512287623999998
0.0051156793,4500.782660132199,419.46128750919996,1.1250002000000001
0.0091840681,4345.4922589614,425.8001690635,0.8053421751000001
0.0029023820000000002,4365.5655803719,436.5216762139,1.1077872986
0.0060266003000000005,4222.1344928068,443.36471627660006,1.1198008903
0.0036842666999999996,4488.4288192324,432.76550043099996,1.0229565114
0.0089929874,4588.2446799841,435.7197423004,0.8035319357999999
0.0042552399,4179.214891524,456.9701950333,1.0049692215000001
0.0086567064,4225.138725662,437.1822700389,0.8492694355
0.0017597963,4398.2296649135,439.1074718414,1.0207669009
0.0030191238,4273.9103049187,422.70458806889997,1.1147326139
0.0028411006,4461.2490473996995,455.04723728269994,1.1012181889000001
0.0027783196000000002,4181.8153205298995,426.042460432,1.0636371644
0.0025127498999999998,4507.5298714201,453.54245313300004,1.103574091
0.0010627103999999998,4461.7008958996,455.78983590949997,0.934932526
0.009615019399999999,4381.8508106417,442.26080221349997,1.1067032873
0.0089670413,4351.2615425462,425.574275936,0.9259657593999999
0.0008156567999999999,4412.4346895567,458.82668195660005,1.0223615657
0.0075159201,4392.0605434907,454.3896589181,1.1410397949
0.0014931917999999999,4223.166855569099,454.4287910902,1.1734581462
0.0011488568,4466.4601415788,457.2010797551,0.9209063051999999
0.0096966551,4189.1228888454,417.10278785599996,1.0147610873000001
0.0078704099,4200.026854730801,431.00816477940003,1.0276308534999998
0.005024412,4208.8235477247,438.8097861997,1.1046294704000001
0.0097906131,4204.7904872748995,425.9892634246,1.1592958119
0.0035186441999999997,4179.5995738607,429.15714998190003,0.8784970820999999
0.005744465799999999,4233.5635406946,445.9590488051,0.8183601565
0.0016965692999999999,4229.2031828845,419.9390718688,1.030316662
0.0068074603,4439.7239067683,428.0267681296,1.0670558190000001
0.0054363886,4327.9239259029,420.9653853461,0.8164211884
0.008895234200000001,4280.3027135667,445.77352642089994,0.9792388315
0.0002846559,4309.1502340454,435.53060803129995,0.9781115354000001
0.0080344788,4231.2125617946995,445.83624243839995,1.0531429927
0.0026889927,4349.5862089015,443.44588217949996,1.0164979231
0.009128848,4392.9961017148,454.6631409863,0.9069478313
0.004802671,4286.4560926421,432.68840508430003,1.0750347663
0.0085714676,4292.1265858832,436.2900671739,0.9893466284
0.0042627366,4498.5256775728,448.1241735768,0.8817829979999999
0.007191595,4259.9300253769,442.1443518504,0.8272314926000001
0.0074674674,4258.8577192111,437.93769988220004,1.1557106123999998
0.0064622182,4518.9927557391,432.8763443781,0.9225998301
0.0061773737,4430.3378916091,417.31526220300003,0.8004319616
0.009302385500000001,4351.8968843695,444.2893589979,0.9134988283
0.0088390684,4270.4843841267,450.9531895741,1.0468084348
0.0068268655,4206.6130261258,419.8634417787,1.0926712189
0.0049873111999999995,4410.9998876053005,444.3958907409,1.0136244196
0.0054892128000000005,4290.989627349,451.16480083190004,1.0659045854
0.0018079189000000002,4522.5582835488,449.56559959559996,1.1403614053
0.0095013771,4195.1109758853,429.3778214203,0.8230099287
0.0051540758,4379.4456858661,443.97845948879996,1.1844210387
0.0033339257,4531.9191137264,438.0350577114,0.8320208342000001
0.003562229,4562.9882210781,430.3533984752,1.0150676911
0.00591225,4561.9182332481,449.8521256546,0.8521908376999999
0.0047714439,4296.942155899001,458.3727022463,0.9688996454000001
0.0047890892999999995,4483.5133019683,452.03996919760004,0.9346513354000001
0.0087496612,4428.5738139377,432.81357739519996,0.9206960778
0.00064865,4353.7325748325,455.4646929774,1.0774355547
0.0077990515,4313.0189875140995,423.5785757549,0.9396325226000001
0.0036338222999999998,4467.9078117001,422.9583757769,0.8214327368000001
0.009468157,4519.7818376265,452.3219090999,0.9716443365999999
0.006485912,4290.8002490325,433.9303142937,0.8244434334999999
0.006379017900000001,4399.8890870156,420.94474116099997,0.8466986881999999
0.0044825181,4275.4918477449,436.5573195104,1.1512933892000001
0.004928475999999999,4408.0918468575,429.1084234635,0.9778041482
0.0058313463,4412.0999756103,430.87137750510004,1.0955630049
0.0038815372999999997,4502.4296163219,442.18589757809997,1.0700384645999999
0.0077454149,4367.3499953267,449.279416543,1.1347522066
0.0013201751999999999,4494.4199711957,447.5580004867,1.0729402889
0.006254960899999999,4180.8280474571,418.0489916573,0.84408629
0.0059366093,4218.3257335356,441.1857306261,1.1641674788
0.0063009275,4559.7215453964,421.3250906293,1.1781461287000001
0.0047672484,4336.7039569238,430.39429611019995,1.1331030493
0.007923189399999999,4490.8648065702,417.24725440779997,0.9245350108
0.003319258,4369.6106310671,433.5382135171,0.9477956998
0.0021816068,4256.2111100784,453.94300000830003,1.0664157579
0.0043052587,4334.469179302,458.1842994397,0.8416080320999999
0.0025405391,4449.2064633237,452.7030913422,0.8280793589
0.006515527199999999,4454.7606336757,428.9973227567,1.1167783598999999
0.0037653563,4534.0180246818,454.28514944370005,1.1673350765000001
0.0072101959999999994,4384.1455364017,437.7165624279,0.8993190606
0.005369471999999999,4282.1487002065005,439.6297832263,0.8646489387999999
0.0023571957,4558.9735785701005,449.3852533027,1.0855223424
0.0065576285,4387.0524642501005,448.0037594029,0.8898545151999999
0.0036193740000000003,4481.2681860501,446.7202839486,0.8489146589
0.0077582287,4208.5250258551005,419.79037911669997,0.8927417554000001
0.009842274100000001,4486.0599181589005,444.7849949757,1.0832731522
0.0075395067,4386.2287424675,423.4631262629,1.1550305034000001
0.0032319778000000003,4413.3184503173,437.0539454835,1.0123780587
0.0099992665,4441.00172511,423.9007522906,0.8205108081
0.0063657592,4293.2497117155,424.0307809139,0.8100767109999999
0.0070315778,4264.797809984099,432.28250142900004,1.0624175301
0.00062092,4318.1016886015,444.579019001,0.9915505406
0.0050019435,4478.0774080943,419.40092041260004,0.9828410234
0.0039804465,4375.101447394601,419.6562709777,1.0872770515
0.0038425464,4587.8471744823,426.196124424,1.1357112486
0.0090894311,4454.522490899601,454.4703767948,1.0993317595999998
0.0065721697,4481.4910824964,426.42320548870003,1.1295980075
0.0029798171,4344.0733171441,418.1293344702,1.0173764705
4.08208e-05,4235.19577119,450.7898130172,1.1508180794
0.0070114838,4374.3441321714,438.47084942160006,0.8210363621
0.0034647748999999998,4280.7428845282,446.5401740282,0.9659151431999999
0.0034852365000000002,4417.3803584959005,433.4585284744,1.1391891245999999
0.0085820623,4309.8374614566,451.2844995713,0.8578199867
0.0033946805,4396.9600969685,420.62273530050004,0.8736546902
0.0053239015,4279.3027567457,437.99665561989997,1.107535027
0.0009837628999999999,4281.1015568111,434.5091258048,1.1493559491
0.0026261696,4478.799033845,437.2391585961,1.0600324576
0.0050508276,4276.0757742993,418.80359513220003,0.9395013667000001
0.0077171755,4284.0445243312,458.0065845316,0.9539866328000001
0.0057196961,4227.7031018279995,437.09183911739996,0.9812411245999999
0.0035429353,4528.4081255381,453.0682983064,1.0178750202
0.000605315,4583.9120048708,453.4256526939,0.9123716315000001
0.0034503889000000003,4545.8441216095,439.663793934,0.8528094269
0.0061305006999999995,4320.5072086304,440.3108349401,1.1690587517
0.0038173097,4254.9729273282,420.55986209599996,1.0055091431
0.0045130834,4345.980671648,434.8883440057,1.1084081408
0.0062059491,4293.6627478986,428.53571716269994,0.8631400411
0.0033865625,4347.4808954692,445.2827059315,0.8990570186
0.0038066681,4246.1274951615005,427.0353028272,1.0274963577
0.0012680457,4479.4904955489,447.3486565603,1.0567002107999999
0.006791085,4582.4613779811,418.74517916900004,0.9328993287999999
0.0048802405,4279.622248668,422.61460136989996,1.1153539727
0.006017315200000001,4554.300943589,421.6244430324,0.9061689305
0.0027117814,4241.891171496501,450.4631382271,0.8116341528000001
0.0091721037,4509.3519332111,432.343058775,1.1399933486
0.0026997824,4220.0975446369,448.2783298532,0.8558214217
0.0019153804,4308.8015005602,443.2478821587,1.0360934324
0.0087016236,4412.8875339495,431.62093605480004,1.148086074
0.0012925375999999998,4191.889755852,439.80265226769995,0.8192831842
0.0048314595,4521.7490620291,433.13469354690005,0.987147685
0.0050971188,4220.6435178011,433.99350324489996,0.8640893545
0.0032531714,4431.1133419886,423.81876166769996,0.8930097263
0.0036762885,4268.7992741639,418.95037816580003,0.8431245591
0.0092351803,4582.2672955129,441.4077549383,0.8585948529
0.001986012,4319.8813830499,432.21441225089995,1.0385298479
0.0058547194,4548.6014544577,417.847205821,1.1649331524
0.0039904203,4445.6547463412,438.2680951779,0.8397411358
0.008666095799999999,4571.364344982199,430.1024088065,1.147485785
0.0001739316,4527.5321837449,441.3909875165,0.9391991673000001
0.0068431134,4321.0736032836,428.9620857302,0.8653400091
0.0030993482,4305.70697672,455.3632307717,0.9141208895
0.0047117214000000004,4392.555155560301,429.69563514879997,0.8202913624
0.005591445,4309.3469333044,420.8398140539,1.0248147663
0.0024082174,4373.3179062904,420.14411855059996,0.9081073067000001
0.005456078299999999,4366.6707035113,450.21919141029997,0.9318822233
0.0046000889,4330.8954956449,449.08856806910006,1.1707227755
0.0023143642000000002,4260.2061390089,417.1468384715,1.0976975266
0.0015207784,4352.9561047628,457.916497278,1.0534026023
0.0041850528,4495.8876310921005,458.9052727669,1.0487746762999999
0.000632392,4535.1625654067,442.0641499661,0.9409662837
0.005561296800000001,4476.6153936548,433.6280758661,1.0918561781
0.0091621101,4492.3029264889,451.59125031879995,1.1530126563
0.0079365432,4292.6532826437,448.94160311449997,0.8475571419
0.0007178317,4433.5045474502,428.6665368151,0.9709772725
0.0046384302,4545.1559868775,457.7524663978,0.9514846570000001
0.0074838286,4415.052106747,434.2105965891,1.1373219225
0.0005519532,4346.3673119917,423.1332693943,1.0505048529
0.0045364653000000005,4510.9429560255,421.34101300279997,0.8348243426
0.0021949336,4529.133970323,452.16853741589995,1.1325151376
0.0079063775,4359.4016448655,443.4959095332,0.8357266401000001
0.0044355223,4577.3955747412,425.0173286059,0.9763504403000001
0.0015060202,4359.3505964525,433.645750405,0.8154131129000001
0.0013778934,4563.5278943456,452.13523429919996,1.161503725
0.0084260308,4424.092612248401,456.7162830019,0.8964903475
0.0015596956,4187.5258426361,417.8356004278,1.0726825698
0.0028623904,4175.7979539983,429.78461194,1.0597311304
0.0011091383999999999,4346.7796605517,426.553875224,0.9272351442
0.0006753635000000001,4282.956135871,451.4261918723,0.9461519419
0.0002756962,4213.4800563297995,425.35777907410005,1.1082987564
0.009766731800000001,4470.2421856663,442.4642355713,1.1874784284
0.0005431555,4388.677930886,421.27351975610003,0.9798032759
0.00021805470000000002,4340.7451744605,454.0726471583,1.0563105572
0.0074499499,4274.9470146947,427.5610867294,0.8751730605
0.0036533712,4202.6013600247,420.88709179209997,0.8236378473
0.0093495955,4516.5293191051005,424.26720887830004,0.9804725018000001
5.075600000000001e-05,4568.3714120958,439.5930714194,1.1052118462
0.0035740218,4281.6470866962,427.267943806,0.8148534559999999
0.0002326273,4399.5274547467,448.19994855830004,1.0372381956
0.0047432143,4418.0765254484,421.4290182483,0.9647255245999999
0.0002080654,4565.1260821936,439.83357321330004,1.1898327658
0.0025314467,4441.7410774035,418.5341827497,1.0548415822
0.0014240521,4327.2068595386,419.56072839940003,0.8076543692
0.0019572870000000003,4259.2409236298,447.46193886080005,1.18870898
0.0023842015,4360.534688577,425.07414215309996,0.9451765048
0.007376667,4274.5345632794,443.20725257559997,1.13425117
0.0084486043,4458.5633575176,438.86391461610003,0.9016111402
0.0016144533,4188.6802435031,449.4598855015,1.0296636205
0.0049056187,4177.673009674199,430.29415084050004,1.194971095
0.0089745836,4385.0856916358,445.2181935781,0.8814806189
0.005197458,4202.3148613114,431.1898001625,1.1101260706
0.0095776163,4550.205544676,454.1843791229,1.1486973934
0.0022666076999999997,4217.2869741355,451.2485270927,1.1310740715
0.0053928349,4332.603134449199,439.1517354543,0.9041075078
0.009829203199999999,4355.002320134799,441.3502472125,0.954289475
0.0096066851,4541.8995753127,438.1036682091,1.0524818536
3.4406700000000004e-05,4523.995148346,441.968054384,0.8637263423
0.0022476567,4333.5250316271995,424.37546491669997,1.1111026984999999
0.0070055464,4575.3025313381,425.9833209897,1.1539679294
0.005472376899999999,4565.9758715849,425.11168745239996,0.9377320204
0.0020326957,4261.0182854831,427.0740502068,0.8776508078
0.0018656921,4389.8853628322995,443.7647891908,1.0345908847
0.0056549566,4432.723938600001,433.3137721514,1.0817831755
0.0031704695,4586.5820123743,424.40651884230004,1.0830340926000002
0.0009415150999999999,4537.6200610236,453.0016517966,1.1762254023
0.0085100751,4512.7417684172,435.1008005022,1.0211216633
0.0090673258,4532.6297357129,438.07682025699995,1.0199697357
0.0010090116,4544.7073388581,441.5762525171,0.8763428309
0.0049905895,4574.3219690102005,428.8938913037,0.9217004045999999
0.0072529261,4396.2182440179995,425.701275993,1.0477024745999999
0.005523877,4197.3498106188,450.6190467913,0.9255515436
0.0082669366,4523.295572537,439.3503473199,0.9954163483
0.0062387269999999995,4576.1059391731,458.2461441439,0.8090847924
0.0052326772,4459.276447037,421.0532950872,0.9593465382999999
0.0067308928,4289.244858640201,436.44197785989996,0.8516515584000001
0.0060434453,4496.2780726305,433.8988591161,1.0641732294
0.0010307065,4524.5900592240005,435.3258337954,0.8719010323
0.0027038803,4211.2563924409005,448.62268155879997,1.1187359816
0.0048149065000000005,4250.9855143514005,451.5017087479,1.1943592255
0.0068971449,4315.8498332243,450.7552077998,0.8712722237999999
0.0075801665,4363.2335359219,458.63260273739996,1.0740420337
0.0031133831,4188.0111222121,421.8952205997,0.869873522
0.0068867538,4325.352791688,457.1843255722,0.9268966711
0.006422563199999999,4220.9266583237,434.54371738739997,0.8800644076
0.0014843026999999999,4321.4427474394,424.5322064073,0.8497621351000001
0.0025963007,4355.8430511211,435.2815624754,0.9684862215000001
0.006866132099999999,4295.6532516694,444.59781976269994,0.8570655911
0.0084192241,4369.94362588,440.90540702339996,0.9867394889
0.0080600089,4506.0620122604,433.1875818139,0.9365211182
0.0080852976,4377.533735313,447.0773252607,0.8754659988
0.0035027525,4407.542681801,455.72053960050005,1.1500533028
0.0099465113,4253.2949634675,437.68416238300006,1.1318811182
0.008248289399999999,4339.3541539866,432.4217937621,0.9634438688
0.0052476801,4322.1101339991,441.25744904019996,1.1653167668000002
0.0031343686,4448.42137654,422.7129440243,0.8622515654
0.0023064502,4406.2963554771,420.22387993120003,1.1798429027
0.0081846323,4189.6801030367,440.0939588533,0.8487552773
0.0040223682,4233.1439070325,423.2796367139,0.9050386412
0.0058135038,4331.859842017199,442.30041528230004,1.1225723571
0.0052755441000000005,4353.309479126,433.3669303486,0.8711347578
0.0094337193,4204.9506116276,435.135431014,0.8126562584
