OWASA,Durham,Raleigh,Cary,Pittsboro,Chatham
1.782991264,-0.010555613899999998,1.7487332846,1.2857784106999999,1.3338121973000001,0.1050458539
0.8343901156,0.6517729723,-0.0735179326,0.5639095959,-0.09043885210000001,0.6294192921
0.4844987806,2.1925291172,1.1809910356,1.3175311735,0.5777156885,1.0445742208
1.3809121562,0.031222293300000002,0.4697655011,0.3024657856,0.1768163003,1.1438652740000002
-0.169182575,0.5060816688,1.3403400248000001,0.8357783346,2.1303810897999997,0.1384369539
0.8668745938,1.4236092635,1.8130218739,0.8998463042,1.3021679872,1.7844866363
1.576621855,0.2871036788,2.246609573,1.3929605749,0.9250789121999999,0.6862079382999999
1.036739876,1.9258252423,0.2393714574,1.0620414323,1.3926071831,0.9488242715999999
1.3995181053999999,2.0622659904,0.2671185036,0.6581807312,2.0803338795,0.9957378563
0.4374736072,0.7801303248999999,1.51295723,-0.0576974892,1.0557460949,-0.030820351800000003
2.027608866,-0.2335096693,0.915956289,1.4895713519999998,1.7431051188999998,-0.10611263300000001
1.4223549325,1.0728617668,1.8847738956,1.5442103456999998,-0.24566216559999998,1.7912341154
1.6018235312,0.5459582499,0.775532261,1.814306535,1.0677915859,1.2273484843
0.3352153196,1.5380694938,0.05945331809999999,1.4489843930000001,1.686897584,0.209840692
1.6701485056,2.0430856271,0.3166684727,1.4912129593999999,-0.0745987337,0.1622698437
0.0989817513,2.1915344009,1.6093412043000002,1.8620852298,0.9506601031999999,0.6670027429
0.1290315739,0.2124185453,1.4175186088,0.234443503,2.2175053582,1.2433803889
0.520554786,-0.17596041829999998,0.7952784686,0.1001671941,1.1750914071,1.3866851381
2.147231508,1.9693453394999998,1.1844837376000001,1.0115030259,-0.16782806239999998,2.1383428136
0.8887032793,-0.0860186688,0.3942181692,2.174125878,1.3095663284999999,0.9727151609
-0.0596866733,0.3344405964,0.4092371714,1.2227734839,0.11274480490000001,1.0313006071
2.1240619939,1.9518976405000001,0.5571699920000001,2.037712949,2.215850209,1.0474970843
1.881899096,0.097213649,1.0712493455,1.8358326966999998,1.1270961923,-0.13613220339999998
-0.18537063920000002,2.1547477952,0.2709514775,1.1494002398,-0.18850815850000002,1.2127120245999998
2.1487942921000003,-0.0181809052,2.031445386,1.2002294681,2.0260496056,1.4473169082
1.3152379322,1.8163461116,1.9848983575,2.2211146767,0.1817217715,0.340515945
0.9028530629000001,1.3437674699000002,-0.0494658556,0.1212494168,1.6245322325,1.8685064127000002
1.3613005389,1.1231485517,0.2640401289,0.1604710541,0.1368981151,1.6580622272999999
0.7977919204999999,-0.06087696769999999,1.7399729129,1.1185174166,1.5435508622999998,0.7413365386
0.3080092684,0.3729757199,-0.1732548202,1.5135035538,1.0779945615000002,0.6690656676
2.0926922947,-0.0581832804,0.4465809473,0.42149701869999995,1.3664352034,2.2491415225
1.1060255912,2.0859646761,-0.041454817000000005,1.6554830165999999,1.0636715308,1.5247899792
0.962892305,2.1805417326,0.1259766245,-0.0284901713,1.5868790897999998,0.0427127504
2.1819578287,0.7368573011,1.2686325157,1.6081077113,-0.0664104771,0.789557242
1.5133680961000002,2.200728367,0.6762558584999999,0.4854757746,2.1471815493,0.7590838393000001
0.2028237068,0.9392874497,2.1503694542,2.2372952700999997,1.1195453356,1.0105338348000001
0.8815231074,-0.2229434052,0.2124685345,2.0431074397,1.1291257592,0.663303713
0.8490545547,0.9759830923999999,1.0112613394,0.40366619649999996,1.8166739259,1.5917721316999998
1.4992783249000001,0.6533609288000001,1.8243038936000002,0.0524474183,1.2257659371,1.5603116228
0.8860520302,-0.22029719899999997,1.0872913615000002,1.6021601971000001,1.8761255576,0.9622612225
1.2651205292,2.0510822683,-0.1165479044,-0.1639712253,0.557077945,0.830342865
-0.0791659045,2.1844625551,0.9744231761,2.1404835998,0.6634273990999999,1.9832270165
2.1885477309,0.6706247155,-0.0462211916,1.3897303644,-0.011925112600000001,1.2780936257
1.4250187709,1.844618741,1.9405285124,1.0088237676,2.0298473502000003,2.0165457844
0.8350576071,0.534085386,0.1054705826,0.0828144596,0.5923205515,1.1252109599
1.3377224338,0.24034647,0.08624360880000001,0.6541575956,1.6064580055000002,1.470289437
0.6788433482999999,1.0810073358,1.5765366582,0.0965292964,1.9848591062,1.3749727331000001
1.8448400439,1.5874305851,-0.1548032155,0.6003398389,1.8177925562000001,1.7408686088999998
0.6395206165,0.8190695599,1.8878461478,2.2229278645,0.9199298981999999,0.137281914
1.6303808273,0.9954426648,0.1463098055,-0.1389266525,0.6033160967,1.573924756
1.5662201787999999,1.9446167218000001,0.7004275729,0.9818800461,0.7038902687999999,1.9682843368
1.1299306179000002,-0.1873789271,2.2038438114,1.6861995492,0.8908172089,2.2231376819
1.7815363509,0.6974606284,1.9344155928,0.6272254482999999,-0.1284164365,0.22945122
-0.24278705960000002,2.0488959469999997,-0.22593713149999997,0.5243802667,-0.2059502528,1.269206236
0.8300107219,0.36698355549999995,-0.1410063837,1.9917491551,2.0617878764,1.8956052924000002
0.09653767449999999,0.0037496675,0.9187315129000001,0.926650469,1.9282600872,1.4615227866999998
-0.0569651434,1.9411855838,1.6767188821,1.5483816497999998,1.0931669148999998,0.9769748771
1.1273398131999999,1.4726935347999999,1.1432872217,0.283402877,0.7232986248000001,0.2885075375
1.3363137137,1.1216807375,0.5239648013,-0.1128250759,0.0206733368,1.5415511694
