0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,2,2,3,3,4,4,4,4,4,4,4
0,0,0,1,7,10,16,18,18,18,19,20,21,21,21,21,25
0,0,1,5,14,23,32,43,50,56,58,60,60,60,60,60,81
0,1,2,10,28,41,63,78,83,92,96,97,97,97,97,97,157
0,0,0,2,13,20,36,63,70,79,88,90,91,91,91,91,188
0,0,0,6,14,29,51,66,77,86,92,94,95,95,95,95,186
0,0,0,3,6,13,27,43,51,61,62,63,63,63,63,63,158
0,0,0,1,4,10,24,35,44,46,48,50,50,50,50,50,113
0,0,0,0,1,6,12,25,31,31,31,31,31,31,31,31,81
0,0,0,0,1,2,3,5,7,9,9,9,9,9,9,9,40
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
