0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2
0,0,0,0,1,1,1,3,4,4,4,4,4,4,4,4,8
0,0,0,0,0,1,1,1,1,2,3,3,3,3,3,3,6
0,0,0,1,4,11,13,13,13,14,15,16,16,16,16,16,32
0,1,4,4,9,13,21,23,27,30,31,31,31,31,31,31,62
0,0,0,1,6,20,37,46,53,55,61,65,65,65,65,65,130
0,0,0,1,5,27,51,66,80,90,96,98,99,99,99,99,198
0,0,0,4,11,20,39,52,69,78,82,82,84,84,84,84,168
0,0,0,1,4,18,27,33,40,44,47,47,47,47,47,47,94
0,0,2,2,5,14,25,29,33,34,34,35,35,35,35,35,70
0,0,0,1,3,9,14,17,20,20,21,21,21,21,21,21,42
0,0,1,1,1,1,2,2,3,4,4,4,4,4,4,4,8
0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,4
0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
