0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3
0,2,1,0,0,5,2,2,0,0,0,0,0,0,0,0,8
1,2,0,1,8,8,12,14,7,1,0,3,1,0,0,0,12
0,3,0,3,4,14,16,15,19,10,4,3,0,0,0,0,58
2,0,0,3,12,10,27,9,13,9,1,2,1,0,0,0,91
0,0,1,2,9,8,16,18,28,9,3,1,0,0,0,0,89
0,1,0,4,1,13,17,23,15,7,1,1,0,0,0,0,95
0,0,0,0,6,6,11,11,9,4,2,0,0,0,0,0,83
0,0,0,0,5,0,4,12,3,2,1,0,0,0,0,0,49
0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
