0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,4
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3
0,0,0,1,3,7,2,0,0,1,1,1,0,0,0,0,16
0,1,3,0,5,4,8,2,4,3,1,0,0,0,0,0,31
0,0,0,1,5,14,17,9,7,2,6,4,0,0,0,0,65
0,0,0,1,4,22,24,15,14,10,6,2,1,0,0,0,99
0,0,0,4,7,9,19,13,17,9,4,0,2,0,0,0,84
0,0,0,1,3,14,9,6,7,4,3,0,0,0,0,0,47
0,0,2,0,3,9,11,4,4,1,0,1,0,0,0,0,35
0,0,0,1,2,6,5,3,3,0,1,0,0,0,0,0,21
0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
