0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,2,2,3,3,3,3,3,3,6
0,0,0,1,2,5,7,7,8,8,8,9,10,10,10,10,20
0,0,0,2,9,10,19,23,28,32,35,36,36,36,36,36,72
0,0,0,1,21,35,50,73,86,91,94,96,97,97,97,97,194
0,0,0,1,7,25,42,51,71,78,83,85,85,85,85,85,170
0,0,0,0,5,20,31,42,51,56,57,62,63,63,63,63,126
0,0,0,1,4,15,23,33,41,47,51,51,51,51,51,51,102
0,0,0,3,6,17,24,29,34,34,34,34,35,35,35,35,70
0,0,1,2,5,10,14,15,16,17,18,18,18,18,18,18,36
0,0,0,0,3,4,7,9,10,11,11,11,11,11,11,11,22
0,0,0,2,3,3,3,4,4,4,5,5,5,5,5,5,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
