0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
0,0,0,1,6,3,6,2,0,0,1,1,1,0,0,0,4
0,0,1,4,9,9,9,11,7,6,2,2,0,0,0,0,21
0,1,1,8,18,13,22,15,5,9,4,1,0,0,0,0,60
0,0,0,2,11,7,16,27,7,9,9,2,1,0,0,0,97
0,0,0,6,8,15,22,15,11,9,6,2,1,0,0,0,91
0,0,0,3,3,7,14,16,8,10,1,1,0,0,0,0,95
0,0,0,1,3,6,14,11,9,2,2,2,0,0,0,0,63
0,0,0,0,1,5,6,13,6,0,0,0,0,0,0,0,50
0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,31
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
