0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3
0,0,0,1,1,3,2,0,1,0,0,1,1,0,0,0,10
0,0,0,2,7,1,9,4,5,4,3,1,0,0,0,0,36
0,0,0,1,20,14,15,23,13,5,3,2,1,0,0,0,97
0,0,0,1,6,18,17,9,20,7,5,2,0,0,0,0,85
0,0,0,0,5,15,11,11,9,5,1,5,1,0,0,0,63
0,0,0,1,3,11,8,10,8,6,4,0,0,0,0,0,51
0,0,0,3,3,11,7,5,5,0,0,0,1,0,0,0,35
0,0,1,1,3,5,4,1,1,1,1,0,0,0,0,0,18
0,0,0,0,3,1,3,2,1,1,0,0,0,0,0,0,11
0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
