0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2
0,0,0,0,0,1,2,2,5,5,5,5,6,6,6,6,12
0,0,0,1,2,6,11,13,16,16,16,16,16,16,16,16,32
0,1,1,3,10,17,24,28,33,35,37,37,37,37,37,37,74
0,0,1,3,7,21,38,52,58,65,66,68,68,68,68,68,136
0,0,2,6,14,31,53,66,73,86,92,97,97,97,97,97,194
0,0,1,3,5,13,26,43,52,57,59,64,67,67,67,67,134
0,0,0,0,5,12,24,37,42,48,50,50,50,50,50,50,100
0,0,0,2,6,17,26,38,39,41,42,42,42,42,42,42,84
0,0,0,1,3,8,13,17,18,21,22,22,22,22,22,22,44
0,0,0,0,0,2,4,5,5,5,5,5,5,5,5,5,10
0,0,0,1,1,1,1,2,2,3,3,3,3,3,3,3,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
