0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,6
0,0,0,1,1,4,5,2,3,0,0,0,0,0,0,0,16
0,1,0,2,7,7,7,4,5,2,2,0,0,0,0,0,37
0,0,1,2,4,14,17,14,6,7,1,2,0,0,0,0,68
0,0,2,4,8,17,22,13,7,13,6,5,0,0,0,0,97
0,0,1,2,2,8,13,17,9,5,2,5,3,0,0,0,67
0,0,0,0,5,7,12,13,5,6,2,0,0,0,0,0,50
0,0,0,2,4,11,9,12,1,2,1,0,0,0,0,0,42
0,0,0,1,2,5,5,4,1,3,1,0,0,0,0,0,22
0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,5
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
