0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,1,1,0,1,1,3,0,1,1,0,0,0,0,0,3
0,0,1,4,3,2,6,5,3,0,1,0,0,0,0,0,9
0,0,2,2,3,11,7,5,10,2,1,1,0,0,0,0,25
2,0,1,4,4,11,26,19,11,4,0,1,1,0,1,0,44
0,3,1,3,4,20,19,14,11,10,4,4,0,0,0,0,85
0,0,0,3,5,14,18,23,17,9,4,0,1,1,0,0,93
0,0,1,3,9,9,13,23,9,13,2,2,2,0,0,0,95
0,0,0,1,3,12,9,14,8,5,2,0,0,0,0,0,86
0,0,0,0,1,4,8,4,3,3,0,0,0,0,0,0,54
0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
